start,end,N,SS,FulD,FerL,ZngE,bsfs,TajD,FayH,btree,Colless,path,iColless,ibtree
0,10001.0,250,66,0.049388243199684975,-1.7165053825597114,0.9411738559623494,-1.002453059472045,-1.0051551481382952,-0.3255150933205693,-0.3364419613569191,0.044957094121493665,5000000,0.06311698406529344,-1.1422939833362054
0,10001.0,250,57,-0.4190596778108769,0.35751515722375804,0.06654401675068045,0.9782165166462252,0.8085811075234047,0.11638445195763925,0.3035962283489569,0.03144567517381353,5000001,0.05571749363043572,-1.5300152812424277
0,10001.0,250,66,-0.22268515806685935,0.33916673126196245,-0.14056886686496145,0.6078749123426389,0.30151396569706457,0.07240291581794228,0.12134787240681408,0.03646629528868161,5000002,0.05361328009987162,-1.0239541718128704
0,10001.0,250,40,0.6232130834489797,0.7446085623389003,-0.5218901469357591,0.4752020769082052,0.1781543208910362,0.1284583777167686,1.0478773259914465,0.026115682928065702,5000003,0.0499012177743231,-0.9277147747701364
0,10001.0,250,79,-1.136713963982053,0.5287496699928558,-0.1878681509450092,0.9227152537983264,0.538432159311858,0.11648670755014975,0.9699389884255666,0.024260482791380576,5000004,0.03998624772041018,-0.08349197304056262
0,10001.0,250,51,0.9130520657034844,-0.13529047636627844,-0.10135368399591617,-0.3525893864246752,-0.4817183455033939,-0.0586178832918435,-0.18150433640761796,0.03906062036163085,5000005,0.049394351599948184,-0.9289434976297534
0,10001.0,250,56,-1.008319855025177,0.23159098431364836,0.10535755410895901,0.5279887537893246,0.6661321317485281,0.08684018504597496,0.4898798284929625,0.030288203505265312,5000006,0.0576414316007664,-1.2773238962901456
0,10001.0,250,66,-0.2226851580668592,-0.4344341909948448,0.6239783516751968,0.3413205825333576,0.6200212274464322,-0.01369280076453743,0.44545442331973983,0.030699279950185763,5000007,0.05318856069439048,-1.38129847655266
0,10001.0,250,66,-0.4947585593334031,-1.7738514738037419,1.2872929624641358,-0.5202937926462634,-0.32547427053250705,-0.2803576922034188,0.02429640368282516,0.03679980467776814,5000008,0.05535043399404068,-1.0202432335148277
0,10001.0,250,54,-0.6073324070137391,0.3077374301028906,-0.5673905483806592,-0.47186153615353205,-0.729826881457354,-0.01302687491760608,-0.4964194336823981,0.043693977137428376,5000009,0.060904909962430365,-1.5869612844038876
0,10001.0,250,55,0.6400270109984539,0.8200749295474418,-0.8734714348419166,-1.6237311146339946e-05,-0.4854399724524559,0.08149758914962943,0.12965594680346146,0.03455054439356303,5000010,0.039628046235119695,-0.19826053498633145
0,10001.0,250,67,-0.5318002723678146,-0.05941851625109657,0.44454888542811105,1.1696026924609229,0.8984912085829396,0.061988639277962776,0.08004999038397242,0.03588061925119833,5000011,0.04679498980642434,-0.5945042775580414
0,10001.0,250,82,-1.2062802341456291,-1.1570813558244282,1.2744242061172544,0.2451801836193842,0.7650408855919998,-0.1036099197015001,-0.4603074375226994,0.037834806969814734,5000012,0.062073563069482224,-1.6432230950938618
0,10001.0,250,69,-0.6028566239973346,-0.4906231634860435,0.2600376145696989,-0.16919252852251815,-0.30735454934295586,-0.09423250818411193,0.2522409129084663,0.031089484354155938,5000013,0.05942857451310619,-1.5925357845877397
0,10001.0,250,58,-1.6905562555384763,-0.6738233069320915,0.5830974318786155,-0.07323665467856573,0.09099416281094004,-0.09091386471575487,0.5927555045242721,0.028372630306170918,5000014,0.04030785900199036,-0.28284390019226263
0,10001.0,250,71,-1.6862643650923916,-0.12014793264167944,0.34308470228172905,0.5833086744152352,0.5564213364015372,0.026362744747633213,-0.07207534242775618,0.04043642801901644,5000015,0.051543936657445714,-0.8976401122813382
0,10001.0,250,57,-0.7310392286124932,0.18083871341009675,-0.4632911126447708,-0.3194315433480655,-0.7238624460141333,-0.031099749453373737,-0.5996955058284259,0.04069083982285174,5000016,0.07043766463704279,-2.003352783938324
0,10001.0,250,46,-0.5855755769478822,-0.3752218123601216,0.223632801270192,-0.10917230324540114,-0.180387790651388,-0.07082853368764881,0.4827290415145469,0.02977681334657627,5000017,0.05964179297836506,-1.4880482462354898
0,10001.0,250,57,0.8288585253955874,0.010392260914757642,0.07973493283521466,0.30798185104706965,0.2008599777209317,0.017468334749790943,0.06691010735184015,0.03784022667151436,5000018,0.048133884511653666,-0.6365236749612738
0,10001.0,250,70,0.6502679456108431,0.4313178135266135,-0.2587830349609743,0.4164638693039479,0.2018643496014163,0.07738852421403446,0.6507818157036792,0.03053214556016937,5000019,0.07466208921708338,-2.42282607607599
0,10001.0,250,83,-1.2284091364837617,-2.702636182032979,1.8530114833045987,-1.2765698745466096,-0.7411709154483893,-0.4374756137448389,-0.11860217758013405,0.03420205749684957,5000020,0.09103888672971457,-2.655317337477748
0,10001.0,250,56,0.8945822841459391,0.32523368632801913,-0.3167365146725964,-1.0376431755025746e-05,-0.12461923429289215,0.03764371291298645,0.6456176603565226,0.028553339267580212,5000021,0.06313065883606109,-1.723014808215387
0,10001.0,250,93,-0.04803033126349232,0.3677834416931144,0.08330569250722784,1.0918552138647453,0.8527099025373961,0.1168834962609284,0.5800304201476881,0.029353975039944732,5000022,0.04114560709631696,-0.21530107502425685
0,10001.0,250,65,-1.5606289139442415,0.010519427877991266,0.42227744162625797,0.9682575949052225,0.9769452434266909,0.07834228153305466,0.2329232516716495,0.0320376488030977,5000023,0.046469409045349484,-0.8182051403969018
0,10001.0,250,71,-0.4161151127860701,0.4135215964364168,-0.2219177379491413,0.5409416002053438,0.2526954936685093,0.07872584220474244,0.4464124795793474,0.03105702379410113,5000024,0.04436455499417023,-0.4263198708564613
0,10001.0,250,70,0.1353796579330816,-0.2784463821069808,0.2988980754624067,0.10907126045751166,0.1678693156679926,-0.026628031045211685,0.3840536273773704,0.03363895464556172,5000025,0.04451137884872825,-0.3854527991772821
0,10001.0,250,62,-1.200844866138353,-0.5195000501796575,0.3257880204713755,-0.4928073940191768,-0.21158571569001974,-0.09180156982299106,-0.4959174795442208,0.045052289245971655,5000026,0.04729239538800363,-0.5951431647654559
0,10001.0,250,54,0.3767441266843191,0.9779904517327586,-1.1243812640048454,-1.852210744612908e-05,-0.7685365265258731,0.08230738703103878,0.35519271595789964,0.033113097551496315,5000027,0.04163280688737354,-0.16078604408524105
0,10001.0,250,51,1.2588697981989176,0.3730442195903607,-0.9466463001791604,-0.8718590200842212,-1.4799733113352689,-0.06346619317699688,0.13398571847890856,0.030781189273221918,5000028,0.06190568726518979,-1.6747690953644545
0,10001.0,250,59,-0.5048760732443724,0.6245543033639555,-0.4936665470294316,0.4757536300990263,0.02235744858752976,0.0925525988926438,0.35161630676938777,0.0320902377839805,5000029,0.04001759727080364,-0.36383437347516107
0,10001.0,250,78,-1.8097626524178496,-0.7784950603810612,1.672366965812106,2.7003340216209977,2.352278228053758,0.07273863214289097,0.3597822921782425,0.030937575185534773,5000030,0.0529040894761843,-1.2317876364154288
0,10001.0,250,63,-0.6612269439215184,0.38404070712438504,-0.4668096926307288,0.04688835512842804,-0.35671463523396063,0.02731213870073995,0.00044204297919939715,0.03936770441052307,5000031,0.06750077232004945,-1.8088713447910345
0,10001.0,250,61,1.171857100257394,0.5335435037494909,-0.7343914377141706,-0.599520184195931,-0.6915671722687827,0.022632999133935714,-0.3054492904374644,0.04093288476486591,5000032,0.06516388133177872,-1.689308621420461
0,10001.0,250,64,-0.6974575740732595,0.16590995063824898,0.3497171229913655,1.2199968089690199,1.0972525379952935,0.11029118185229174,0.006512233824120629,0.03447245202006182,5000033,0.04715906637301896,-0.7896732353260066
0,10001.0,250,57,0.2048994237923549,0.4606046020068977,-0.3786494011023439,0.2482247128633405,-0.016879195999984564,0.06587084232025615,-0.25958936974929525,0.0416495202822676,5000034,0.053714859437751006,-1.2004462730790484
0,10001.0,250,67,-0.5318002723678146,0.11297372056685467,-0.2079340660097504,-0.2507877661869806,-0.264589702952415,-0.0045614894301084785,0.05366218319172537,0.034175006477523,5000035,0.05478489640945919,-1.024877285074714
0,10001.0,250,65,0.09534013225532237,1.190051800303938,-1.4016632271341003,-0.25567744940920123,-1.0019355499557554,0.09240629148426388,-0.11176431044488253,0.03709839357429719,5000036,0.05038587529842874,-0.999623044007056
0,10001.0,250,47,0.4831122042646942,0.19750928962467848,-0.3885748547731876,-0.1390333548273069,-0.5277280119488246,-0.01309909561320117,0.21024069064020312,0.03336920884530678,5000037,0.0804253881886995,-2.5895796143571816
0,10001.0,250,81,0.1621134783521369,-1.3404623946068506,1.5856506186966663,0.3056914246289533,1.1326585008351635,-0.10107455462105414,0.5183723483160759,0.030934935186666974,5000038,0.04907901400322698,-0.6126122359673349
0,10001.0,250,74,-0.520333643401295,-0.3656135630088821,0.6664552081424469,0.7016996154124966,0.8383152205823591,0.013421969639514114,-0.14597123594143174,0.039450077926564533,5000039,0.05470268169452002,-1.3310984721155683
0,10001.0,250,60,-1.1406530963101975,0.5700902543571069,-0.5795888846812366,0.28319592954349865,-0.2729098606719252,0.061123719131418335,0.1518165656915902,0.03364741015343423,5000040,0.05275479799381859,-1.0193810501765868
0,10001.0,250,58,1.0722197743787616,0.020398619399937267,0.2410673906609969,0.5915290955711492,0.5866122656414656,0.049494663108322484,0.4104513659440001,0.03142030487541563,5000041,0.053612298656993566,-1.4011692188028009
0,10001.0,250,64,0.14263615365948973,0.5358939683022002,-0.4154715239228373,0.5168177150691526,0.03798319257796556,0.08020738991076956,0.6667919671314325,0.030585475542723888,5000042,0.046372587122684286,-0.5301738768794519
0,10001.0,250,58,-1.6905562555384763,-2.0110486075466474,1.695777439384032,-0.2632521946985777,0.17021100198022238,-0.2793746737218044,0.4060736466689952,0.03302457140389515,5000043,0.06584864804841488,-1.4680550894356907
0,10001.0,250,54,-0.6073324070137393,0.5534840857780763,-0.4243950023404953,0.5373898926103956,0.04927718098080026,0.08520598439267442,0.20711095408242952,0.033831355197464795,5000044,0.04574014533206139,-0.6075167942480686
0,10001.0,250,74,-0.5203336434012954,-0.1796335746048624,0.2761503427187181,0.20834120854758256,0.29609115997188873,-0.0024332368815752434,0.5460324079078468,0.029787916417834983,5000045,0.0412402297361489,-0.203270874897574
0,10001.0,250,68,-0.5678189987086351,-0.8459113895134637,1.5941234025409328,1.4106574203159594,2.0641524817025534,0.04068264086295188,0.3140016156765504,0.030060689407755088,5000046,0.051052406971338865,-1.0564120318172276
0,10001.0,250,51,0.9130520657034848,0.0032378501351329326,-0.4566918999811251,-0.6735261638656622,-1.0400153813319233,-0.08288436891834229,0.16043544398991078,0.03719501662564236,5000047,0.058438053288422526,-0.921867381430289
0,10001.0,250,60,-0.2483506390917216,0.042664320222744516,-0.2057345852924972,-9.217709932130888e-06,-0.3897811758181845,-0.02464300326099725,0.1268465265307288,0.03991432623533181,5000048,0.05511562378546445,-1.0107636110936518
0,10001.0,250,75,0.6528469507599999,-0.7050432550599753,1.0157517215900684,0.4397513350615462,1.0078273942980378,-0.02152316455894276,-0.5362647141354169,0.04595593612744421,5000049,0.06295072764174979,-1.6449326804354631
